GAME_ID,GAME_DATE_EST,HOME_TEAM_NAME,AWAY_TEAM_NAME,SEASON,AWAY_DRtg_L5Avg,AWAY_DRtg_sAvg,AWAY_FT_RATE_sAvg,AWAY_MATCHUP_ADV,AWAY_OREB_PCT_sAvg,AWAY_ORtg_L5Avg,AWAY_ORtg_sAvg,AWAY_PACE,AWAY_TOV_PCT_sAvg,AWAY_eFG_PCT_sAvg,ESTIMATED_PACE,GAME_PACE,HOME_DRtg_L5Avg,HOME_DRtg_sAvg,HOME_FT_RATE_sAvg,HOME_MATCHUP_ADV,HOME_OREB_PCT_sAvg,HOME_ORtg_L5Avg,HOME_ORtg_sAvg,HOME_PACE,HOME_TOV_PCT_sAvg,HOME_eFG_PCT_sAvg,PACE_DIFFERENTIAL,BOOKMAKER_LINE,BOOKMAKER_OVER_QUOTE,PREDICTION_MADE,PREDICTED_TOTAL,PREDICTED_SD,BET_RECOMMENDATION,BET_STAKE,BET_CONFIDENCE,PREDICTION_DATE,DATA_SOURCE,JSON_FILE_INPUT_MANUAL,HOME_PTS,AWAY_PTS,TOTAL_SCORE,BET_RESULT,ACTUAL_EDGE,PLAYED_BET
20250605_IND_OKC,2025-06-05,Oklahoma City Thunder,Indiana Pacers,2024-25,108.7,113.3,0.22,8.800000000000011,0.254,109.6,115.4,100.76,0.13,0.562,100.83,100.83,112.7,106.6,0.22,5.900000000000006,0.281,123.0,119.2,100.9,0.116,0.56,0.1400000000000005,,,False,231.49432661666668,12.672805529952711,NO BET,,NO BET,2025-06-04T15:37:00.496058,automated_prediction_v2.1,,,,,,,False
20250606_IND_OKC,2025-06-06,Oklahoma City Thunder,Indiana Pacers,2024-25,108.7,113.3,0.0,8.800000000000011,0.254,109.6,115.4,100.76,0.13,0.562,100.83,100.83,112.7,106.6,0.0,5.900000000000006,0.281,123.0,119.2,100.9,0.116,0.56,0.1400000000000005,,,False,231.49432661666668,12.672805529952711,NO BET,,NO BET,2025-06-06T15:34:28.854037,automated_prediction_v2.3,,,,,,,False
20250609_IND_OKC,2025-06-09,Oklahoma City Thunder,Indiana Pacers,2024-25,108.7,113.3,0.0,8.800000000000011,0.254,109.6,115.4,100.76,0.13,0.562,100.83000000000001,100.83000000000001,112.7,106.6,0.0,5.900000000000006,0.281,123.0,119.2,100.9,0.116,0.56,0.14000000000000057,227.5,1.91,False,231.49432661666668,12.672805529952711,NO BET,,NO BET,2025-06-06T15:35:57.412741,automated_prediction_v2.3,N/A,,,,,,False
