games_played,minutes_avg,points_avg,rebounds_avg,assists_avg,steals_avg,blocks_avg,turnovers_avg,plus_minus_avg,fg_pct,fg3_pct,ft_pct,usage_rate,efficiency_rating,points_trend_5,minutes_trend_5,fg_pct_trend_5,plus_minus_trend_5,consistency_score,recent_form_score,injury_games_missed,position_weight,player_id,player_name,team_id,season,total_games,per,true_shooting_pct,usage_rate_advanced
26,18.708076923076923,9.076923076923077,3.3076923076923075,1.1923076923076923,0.5,0.23076923076923078,0.5769230769230769,-0.6538461538461539,0.42105263157894735,0.32673267326732675,0.6825396825396826,1.0,8.73076923076923,10.2,21.97533333333333,-0.07142857142857145,1.0,0.5256978907979104,10.460325781125178,2,1.0,1630639,A.J. Lawson,1610612761,2024-25,26,0,0,0
73,22.727968036529685,7.410958904109589,2.3835616438356166,1.4794520547945205,0.5068493150684932,0.0958904109589041,0.547945205479452,3.1095890410958904,0.42924528301886794,0.42699724517906334,0.8148148148148148,1.0,7.945205479452055,3.1999999999999997,15.17233333333333,-0.03146853146853146,15.8,0.6051219166767954,7.717349527630805,2,1.0,1631260,AJ Green,1610612749,2024-25,73,0,0,0
29,22.013333333333332,7.586206896551724,2.0344827586206895,2.6206896551724137,0.41379310344827586,0.10344827586206896,1.206896551724138,-5.241379310344827,0.38497652582159625,0.26666666666666666,0.8648648648648649,1.0,6.862068965517241,8.4,33.102666666666664,-0.1885245901639344,-21.4,0.5667031562849999,10.799694197186785,5,1.0,1642358,AJ Johnson,1610612764,2024-25,29,0,0,0
51,28.36699346405229,14.666666666666666,4.8431372549019605,3.215686274509804,0.45098039215686275,0.27450980392156865,1.4313725490196079,5.901960784313726,0.5311871227364185,0.436046511627907,0.8100558659217877,1.0,16.784313725490197,-0.20000000000000284,-2.366666666666667,0.01303780964797907,3.3999999999999995,0.6358038319291561,18.00635551848521,4,1.0,203932,Aaron Gordon,1610612743,2024-25,51,0,0,0
62,12.778172043010754,5.483870967741935,1.2580645161290323,1.3387096774193548,0.3064516129032258,0.1774193548387097,0.5967741935483871,1.4193548387096775,0.43656716417910446,0.39779005524861877,0.8292682926829268,1.0,5.419354838709677,3.2,3.2699999999999996,0.038461538461538436,-4.6,0.5188590982909572,6.784934461698396,2,1.0,1628988,Aaron Holiday,1610612745,2024-25,62,0,0,0
45,24.924851851851848,12.022222222222222,3.9555555555555557,1.2,0.7777777777777778,0.37777777777777777,0.8222222222222222,4.4,0.5065963060686016,0.4307692307692308,0.9125,1.0,13.2,5.0,-0.5676666666666677,0.07111436950146627,5.800000000000001,0.6498604899533558,13.982013575599215,2,1.0,1630174,Aaron Nesmith,1610612754,2024-25,45,0,0,0
76,22.946052631578947,12.026315789473685,3.8815789473684212,1.763157894736842,0.7894736842105263,0.23684210526315788,0.9078947368421053,6.7631578947368425,0.4876373626373626,0.3834808259587021,0.8314606741573034,1.0,12.68421052631579,7.599999999999998,8.58366666666667,-0.08204334365325083,2.0,0.6057949760574902,17.408190673018645,2,1.0,1630598,Aaron Wiggins,1610612760,2024-25,76,0,0,0
37,5.48554054054054,1.7567567567567568,0.7297297297297297,0.32432432432432434,0.21621621621621623,0.08108108108108109,0.10810810810810811,0.1891891891891892,0.2604166666666667,0.19444444444444445,0.5,1.0,1.054054054054054,2.4000000000000004,9.82,-0.6521739130434783,4.6,0.3671295061463102,3.5599845520523616,6,1.0,1641745,Adam Flagler,1610612760,2024-25,37,0,0,0
58,15.595689655172414,5.810344827586207,4.224137931034483,0.46551724137931033,0.4482758620689655,1.1896551724137931,1.0517241379310345,-1.9310344827586208,0.703125,0.0,0.67,1.0,9.53448275862069,13.399999999999999,28.505000000000003,-0.30952380952380953,-10.4,0.4918723544321922,14.995077980504927,4,1.0,1641737,Adem Bona,1610612755,2024-25,58,0,0,0
36,16.582083333333333,6.5,1.8888888888888888,1.7777777777777777,0.6944444444444444,0.1111111111111111,0.8055555555555556,3.5277777777777777,0.4945652173913043,0.38333333333333336,0.8285714285714286,1.0,7.416666666666667,2.8,3.083666666666671,-0.06442577030812324,-5.2,0.5809883713681329,9.029992321924846,1,1.0,1642349,Ajay Mitchell,1610612760,2024-25,36,0,0,0
60,27.642888888888887,8.966666666666667,6.15,2.1333333333333333,0.6,0.85,0.7666666666666667,6.616666666666666,0.4229934924078091,0.3630573248407643,0.8947368421052632,1.0,13.433333333333334,5.4,3.7183333333333266,-0.09393939393939393,2.4000000000000004,0.6180738534174529,12.556485731289499,1,1.0,201143,Al Horford,1610612738,2024-25,60,0,0,0
