GAME_DATE,GAME_ID,HOME_TEAM,AWAY_TEAM,TOTAL_SCORE,predicted_total,prediction_error,confidence_score,bet_placed
2025-06-06,MANUAL_2025-06-06_OKC_IND,Oklahoma City Thunder,Indiana Pacers,221,237.44200134277344,-16.442001342773438,100,False
2025-06-09,MANUAL_2025-06-09_OKC_IND,Oklahoma City Thunder,Indiana Pacers,230,237.44200134277344,-7.4420013427734375,100,False
2025-06-09,MANUAL_2025-06-09_OKC_IND,Oklahoma City Thunder,Indiana Pacers,230,237.44200134277344,-7.4420013427734375,100,False
