games_played,minutes_avg,points_avg,rebounds_avg,assists_avg,steals_avg,blocks_avg,turnovers_avg,plus_minus_avg,fg_pct,fg3_pct,ft_pct,usage_rate,efficiency_rating,points_trend_5,minutes_trend_5,fg_pct_trend_5,plus_minus_trend_5,consistency_score,recent_form_score,injury_games_missed,position_weight,player_id,player_name,team_id,season,total_games,per,true_shooting_pct,usage_rate_advanced
42,7.402380952380954,3.238095238095238,1.1904761904761905,0.47619047619047616,0.23809523809523808,0.07142857142857142,0.3333333333333333,0.42857142857142855,0.4462809917355372,0.26,0.6521739130434783,1.0,3.0952380952380953,-1.3999999999999995,1.2536666666666658,-0.08695652173913043,-6.8,0.4530952311333974,2.9339108602613653,3,1.0,1630639,A.J. Lawson,1610612742,2023-24,42,0,0,0
56,10.969315476190477,4.5,1.1428571428571428,0.5357142857142857,0.16071428571428573,0.07142857142857142,0.21428571428571427,0.8928571428571429,0.42346938775510207,0.40828402366863903,0.8947368421052632,1.0,4.142857142857143,2.6,9.634333333333336,0.017316017316017285,1.4000000000000001,0.4807192508035388,4.550623982355821,3,1.0,1631260,AJ Green,1610612749,2023-24,56,0,0,0
20,8.5365,2.4,0.9,0.25,0.05,0.1,0.4,-2.55,0.2903225806451613,0.2564102564102564,1.0,1.0,1.1,-0.7999999999999998,0.01666666666666572,-0.2272727272727273,1.6000000000000005,0.49378881789514273,2.2530598304323015,5,1.0,1631100,AJ Griffin,1610612737,2023-24,20,0,0,0
73,31.463150684931513,13.876712328767123,6.4520547945205475,3.547945205479452,0.7671232876712328,0.6164383561643836,1.4383561643835616,5.794520547945205,0.5558659217877095,0.2898550724637681,0.6579925650557621,1.0,18.205479452054796,3.0,2.3176666666666677,-0.0022172949002217113,3.2,0.7261749902329276,14.274003756350156,2,1.0,203932,Aaron Gordon,1610612743,2023-24,73,0,0,0
78,16.273034188034185,6.589743589743589,1.5769230769230769,1.794871794871795,0.5384615384615384,0.07692307692307693,0.6794871794871795,1.0897435897435896,0.4460431654676259,0.3870967741935484,0.9206349206349206,1.0,6.871794871794871,2.0,-0.24966666666666804,-0.05714285714285716,-0.6000000000000001,0.5504258322212915,6.948869040928539,1,1.0,1628988,Aaron Holiday,1610612745,2023-24,78,0,0,0
72,27.703541666666663,12.180555555555555,3.8194444444444446,1.5,0.9027777777777778,0.6805555555555556,0.8888888888888888,2.236111111111111,0.49606299212598426,0.41916167664670656,0.781021897810219,1.0,13.333333333333334,0.8000000000000007,3.501999999999999,0.012775842044134733,3.0000000000000004,0.681411164171897,11.564205992434717,1,1.0,1630174,Aaron Nesmith,1610612754,2023-24,72,0,0,0
78,15.742799145299145,6.948717948717949,2.3846153846153846,1.1025641025641026,0.717948717948718,0.24358974358974358,0.717948717948718,1.205128205128205,0.5623342175066313,0.49206349206349204,0.7887323943661971,1.0,8.371794871794872,9.8,10.165333333333335,-0.008235294117647118,15.0,0.5671824350417173,12.506392144238294,1,1.0,1630598,Aaron Wiggins,1610612760,2023-24,78,0,0,0
23,3.667753623188406,1.1304347826086956,0.7391304347826086,0.30434782608695654,0.043478260869565216,0.0,0.21739130434782608,-0.5652173913043478,0.38461538461538464,0.375,0.0,1.0,1.2173913043478262,1.2000000000000002,1.086666666666667,0.2142857142857143,-0.6000000000000001,0.3973625988771323,1.3494718281050555,8,1.0,1629678,Admiral Schofield,1610612753,2023-24,23,0,0,0
65,26.766102564102564,8.646153846153846,6.3538461538461535,2.5846153846153848,0.5846153846153846,0.9538461538461539,0.7384615384615385,6.476923076923077,0.5107398568019093,0.4186046511627907,0.8666666666666667,1.0,15.169230769230769,4.6000000000000005,-0.2396666666666647,0.1537744641192917,-1.5999999999999996,0.63736124441646,10.584259808025932,1,1.0,201143,Al Horford,1610612738,2023-24,65,0,0,0
66,18.35674242424243,10.43939393939394,2.272727272727273,1.3333333333333333,0.42424242424242425,0.18181818181818182,0.7272727272727273,-3.878787878787879,0.36906854130052724,0.37575757575757573,0.8682634730538922,1.0,8.151515151515152,-13.2,-15.839666666666664,-0.24728260869565216,-13.6,0.5771295660224681,4.606775336540946,3,1.0,202692,Alec Burks,1610612752,2023-24,66,0,0,0
28,14.47797619047619,5.214285714285714,3.1785714285714284,1.25,0.5357142857142857,0.4642857142857143,0.6785714285714286,-2.642857142857143,0.4049586776859504,0.32727272727272727,0.7317073170731707,1.0,7.0,7.6000000000000005,12.953333333333333,0.22058823529411764,5.4,0.5584461915883279,8.45252408749488,7,1.0,1630197,Aleksej Pokusevski,1610612766,2023-24,28,0,0,0
71,28.73723004694836,10.070422535211268,3.8450704225352115,3.4788732394366195,1.6901408450704225,0.9859154929577465,1.4366197183098592,0.056338028169014086,0.4676524953789279,0.4084084084084084,0.7604166666666666,1.0,14.253521126760564,2.4000000000000004,11.324666666666669,-0.0935185185185185,-3.0,0.6936248241224424,11.010811603932659,1,1.0,1627936,Alex Caruso,1610612741,2023-24,71,0,0,0
48,9.255104166666667,2.5,2.6666666666666665,1.0416666666666667,0.22916666666666666,0.6875,0.5625,2.9583333333333335,0.6172839506172839,0.0,0.5882352941176471,1.0,5.625,-1.4000000000000001,2.754666666666667,-0.33333333333333337,-1.2000000000000002,0.4796256249912743,1.2942233566158605,4,1.0,203458,Alex Len,1610612758,2023-24,48,0,0,0
