HOME_eFG_PCT_sAvg,HOME_TOV_PCT_sAvg,HOME_OREB_PCT_sAvg,HOME_FT_RATE_sAvg,AWAY_eFG_PCT_sAvg,AWAY_TOV_PCT_sAvg,AWAY_OREB_PCT_sAvg,AWAY_FT_RATE_sAvg,HOME_ORtg_sAvg,HOME_DRtg_sAvg,AWAY_ORtg_sAvg,AWAY_DRtg_sAvg,HOME_ORtg_L5Avg,HOME_DRtg_L5Avg,AWAY_ORtg_L5Avg,AWAY_DRtg_L5Avg,HOME_PACE,AWAY_PACE,GAME_PACE,SEASON,LgAvg_ORtg_season,H2H_L3_Avg_TotalScore,H2H_L3_Var_TotalScore,target_mu,target_sigma,HOME_OFF_vs_AWAY_DEF,AWAY_OFF_vs_HOME_DEF,TOTAL_EXPECTED_SCORING,PACE_DIFFERENTIAL,AVG_PACE
0.52,12.5,25.0,0.25,0.52,12.5,25.0,0.25,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,113.0,114.0,113.5,2020,110.62931185148992,220.0,220.0,224,19.98822790107565,0.0,0.0,0.0,1.0,113.5
0.5246913580246914,0.1792452830188679,0.2162162162162162,0.2962962962962963,0.4825581395348837,0.1078431372549019,0.125,0.2441860465116279,102.8301886792453,109.43396226415094,101.96078431372548,102.9126213592233,102.8301886792453,109.43396226415094,101.96078431372548,102.9126213592233,101.0,100.0,100.5,2020,110.62931185148992,220.0,220.0,253,19.98822790107565,-0.08243267997799819,-7.473177950425452,-7.55561063040345,1.0,100.5
0.52,12.5,25.0,0.25,0.6133333333333333,0.173469387755102,0.1176470588235294,0.2533333333333333,110.0,110.0,113.26530612244898,97.02970297029702,110.0,110.0,113.26530612244898,97.02970297029702,107.0,106.0,106.5,2020,110.62931185148992,220.0,220.0,220,19.98822790107565,12.970297029702976,3.265306122448976,16.235603152151953,1.0,106.5
0.5585106382978723,0.1089108910891089,0.2608695652173913,0.1595744680851064,0.4943181818181818,0.1111111111111111,0.2448979591836734,0.2727272727272727,118.8118811881188,101.010101010101,112.12121212121212,99.01960784313728,118.8118811881188,101.010101010101,112.12121212121212,99.01960784313728,109.0,106.0,107.5,2020,110.62931185148992,220.0,220.0,227,19.98822790107565,19.792273344981524,11.111111111111128,30.903384456092652,3.0,107.5
0.5320545774269917,0.1268648018648018,0.1809613869188337,0.1539854754251297,0.5865099832053855,0.157032227311392,0.2265257219525512,0.2027697079421217,107.1153846153846,105.22960699431287,114.7004731614396,105.44539673371872,107.1153846153846,105.22960699431287,114.7004731614396,105.44539673371872,100.0,101.0,100.5,2020,110.62931185148992,220.0,220.0,228,17.05435614898243,1.6699878816658753,9.47086616712673,11.140854048792605,1.0,100.5
0.5330897744863495,0.120978340274929,0.2393568775027741,0.2571812845951777,0.4919731962167034,0.1614853488565237,0.2235162180814354,0.2455127442032723,114.57186262881372,103.96245759299492,100.64442967962869,98.29310670018312,114.57186262881372,103.96245759299492,100.64442967962869,98.29310670018312,105.0,105.0,105.0,2020,110.62931185148992,220.0,220.0,208,13.750265948567495,16.278755928630602,-3.3180279133662367,12.960728015264365,0.0,105.0
0.5139615969137246,0.1595974880367145,0.2396705416022325,0.1860977674807461,0.5022782169828597,0.1581348093118503,0.183122680890538,0.1317791701989212,101.5045332226002,100.25524771919966,98.17447149531438,97.92581384814396,101.5045332226002,100.25524771919966,98.17447149531438,97.92581384814396,102.0,102.0,102.0,2020,110.62931185148992,212.0,0.0,236,16.15146475265741,3.5787193744562416,-2.0807762238852803,1.4979431505709613,0.0,102.0
0.5489302467910534,0.1418481713430733,0.2587275705753966,0.2512507275756507,0.5135721892614532,0.150277473985517,0.2275294998485479,0.1727610686685276,114.90130700445654,108.83175947188224,103.6137467949417,108.77771882879264,114.87301079855224,111.80724231194884,103.13616858984146,108.45353785522988,106.0,101.0,103.5,2020,110.62931185148992,220.0,220.0,196,16.97446062932,6.1235881756638975,-5.218012676940532,0.9055754987233655,5.0,103.5
0.5176402940867725,0.1670816600993392,0.234924506045218,0.1951134279602283,0.5328752549301156,0.1468725914837922,0.2552248532907279,0.1707542465807409,102.9942581768568,105.46401593683458,108.2844899500861,108.71926924726162,105.46161553564984,103.40472435238476,107.46893721543252,110.11816429131586,96.0,100.0,98.0,2020,110.62931185148992,220.0,220.0,212,16.469891124604764,-5.725011070404818,2.8204740132515127,-2.9045370571533056,4.0,98.0
0.4998122597208081,0.1195693953760163,0.229952006086393,0.1906586374092184,0.5603082770858278,0.1322003886925389,0.1899417890000486,0.1958945323230951,106.47097890024496,114.13643156546044,113.28387014497544,105.64471621519084,107.3560962846677,114.03450529694764,117.4882639054249,108.05275349492469,97.81132075471696,98.71698113207547,98.26415094339625,2020,110.62931185148992,220.0,220.0,215,13.834099669162962,0.8262626850541182,-0.8525614204850029,-0.02629873543088479,0.9056603773585152,98.26415094339622
