games_played,minutes_avg,points_avg,rebounds_avg,assists_avg,steals_avg,blocks_avg,turnovers_avg,plus_minus_avg,fg_pct,fg3_pct,ft_pct,usage_rate,efficiency_rating,points_trend_5,minutes_trend_5,fg_pct_trend_5,plus_minus_trend_5,consistency_score,recent_form_score,injury_games_missed,position_weight,player_id,player_name,team_id,season,total_games,per,true_shooting_pct,usage_rate_advanced
15,7.217888888888888,3.7333333333333334,1.4,0.1333333333333333,0.1333333333333333,0.0,0.2,-3.066666666666667,0.5,0.4,0.25,1.0,3.3333333333333335,7.6,14.514333333333331,0.25,-4.4,0.479229430792991,6.3738369954456635,4,1.0,1630639,A.J. Lawson,1610612742,2022-23,15,0,0,0
35,9.855714285714289,4.4,1.2857142857142858,0.6285714285714286,0.1714285714285714,0.0,0.2571428571428571,-0.7428571428571429,0.424,0.419047619047619,1.0,1.0,4.171428571428572,2.4,6.451666666666666,0.0941176470588235,6.4,0.4710153925533796,4.287981959563595,6,1.0,1631260,AJ Green,1610612749,2022-23,35,0,0,0
72,19.464375,8.875,2.125,1.0138888888888888,0.5833333333333334,0.1666666666666666,0.5833333333333334,0.875,0.4652908067542214,0.3899613899613899,0.8936170212765957,1.0,8.152777777777779,5.4,13.08333333333333,-0.0794117647058823,1.2,0.6235844924940089,9.531207293086355,2,1.0,1631100,AJ Griffin,1610612737,2022-23,72,0,0,0
68,30.222156862745095,16.308823529411764,6.5588235294117645,2.985294117647059,0.7941176470588235,0.75,1.4411764705882353,7.617647058823529,0.5637319316688568,0.3468208092485549,0.60828025477707,1.0,19.264705882352946,0.5999999999999996,4.353999999999992,-0.0589861751152073,-7.6,0.7053986841017696,13.953183698695485,2,1.0,203932,Aaron Gordon,1610612743,2022-23,68,0,0,0
63,13.416772486772487,3.920634920634921,1.1746031746031746,1.4126984126984128,0.5873015873015873,0.1904761904761904,0.5714285714285714,0.2698412698412698,0.4181818181818181,0.4090909090909091,0.84375,1.0,4.603174603174603,-3.2,-5.742666666666672,-0.131578947368421,3.6,0.5331312864149043,3.6129705626187048,3,1.0,1628988,Aaron Holiday,1610612737,2022-23,63,0,0,0
73,24.882237442922374,10.10958904109589,3.7945205479452055,1.3424657534246576,0.7534246575342466,0.4657534246575342,1.0273972602739727,-2.8904109589041096,0.4271186440677966,0.3662420382165605,0.8380281690140845,1.0,10.493150684931509,4.4,4.742333333333331,0.033618984838497,-12.8,0.6212645704752773,11.386563656460565,2,1.0,1630174,Aaron Nesmith,1610612754,2022-23,73,0,0,0
70,18.53480952380953,6.8428571428571425,3.0142857142857142,1.1428571428571428,0.5571428571428572,0.2142857142857142,0.8,0.1285714285714285,0.512396694214876,0.3934426229508196,0.8309859154929577,1.0,8.271428571428572,4.199999999999999,-3.6196666666666744,0.2223214285714285,-10.2,0.5521994998439386,9.63410490156607,1,1.0,1630598,Aaron Wiggins,1610612760,2022-23,70,0,0,0
37,12.196261261261265,4.1891891891891895,1.6756756756756757,0.8378378378378378,0.2162162162162162,0.1351351351351351,0.4324324324324324,-2.135135135135135,0.4508196721311475,0.3243243243243243,0.9130434782608696,1.0,4.756756756756757,3.6,9.836,-0.1666666666666666,-3.8,0.5283735500176833,3.8721597617744097,3,1.0,1629678,Admiral Schofield,1610612753,2022-23,37,0,0,0
63,30.498015873015873,9.77777777777778,6.190476190476191,3.0,0.4761904761904761,0.9682539682539684,0.5873015873015873,4.904761904761905,0.4759916492693111,0.4461538461538462,0.7142857142857143,1.0,15.746031746031743,1.4000000000000004,-2.9033333333333324,-0.0681818181818181,10.2,0.6571305911422413,9.30328525361639,2,1.0,201143,Al Horford,1610612738,2022-23,63,0,0,0
51,22.00869281045752,12.784313725490197,3.0980392156862746,2.235294117647059,0.7450980392156863,0.1568627450980392,1.1372549019607845,-0.1372549019607843,0.4357298474945534,0.4142259414225941,0.8138297872340425,1.0,12.117647058823527,-3.5999999999999996,-0.4086666666666616,-0.0421511627906976,2.2,0.6613365732231754,10.774111389408494,1,1.0,202692,Alec Burks,1610612765,2022-23,51,0,0,0
